"rgi_id","o1region","o2region","glims_id","anlys_id","subm_id","src_date","cenlon","cenlat","utm_zone","area_km2","primeclass","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"RGI2000-v7.0-G-10-03460","10","10-04","G091017E47883N",916448,752,"2002-07-10T00:00:00",91.01713245094251,47.883444499999996,46,0.048879776138697,0,0,0,9,"",0,91.01670963356403,47.88462265511027,3432.4224,3700.47,3548.8923,3557.2786,45.565212,9.293557,1,"COPDEM30",300
"RGI2000-v7.0-G-10-03461","10","10-04","G091007E47898N",916432,752,"2002-07-10T00:00:00",91.00721615349264,47.8983675,46,0.064881022447622,0,0,0,9,"",0,91.01013131196892,47.89731906382953,3820.4878,3879.4412,3867.0679,3863.0198,8.833512,96.55053,3,"COPDEM30",461
"RGI2000-v7.0-G-10-03462","10","10-04","G091009E47903N",916436,752,"2002-07-10T00:00:00",91.008759312333,47.903304,46,0.238678049134579,0,0,0,9,"",0,91.01024285125102,47.90699154945579,3294.4927,3872.8643,3574.1665,3580.7258,37.20941,36.234715,2,"COPDEM30",880
"RGI2000-v7.0-G-10-03463","10","10-04","G091004E47904N",916429,752,"2002-07-10T00:00:00",91.00440819607843,47.903817000000004,46,0.117860878225952,0,0,0,9,"",0,91.0076276688004,47.906340277951074,3385.3267,3860.258,3650.6042,3651.3298,41.954243,47.157623,2,"COPDEM30",658
"RGI2000-v7.0-G-10-03464","10","10-04","G091002E47905N",916428,752,"2002-07-10T00:00:00",91.00219804336606,47.905495,46,0.084396748942049,0,0,0,9,"",0,91.00451821662261,47.90703185981173,3511.834,3838.2786,3710.9194,3699.6711,41.196045,71.28338,3,"COPDEM30",494
"RGI2000-v7.0-G-10-03465","10","10-04","G091006E47903N",916424,752,"2002-07-10T00:00:00",90.9983435418762,47.9111795,46,0.510672429483234,0,0,0,9,"",0,91.00270166510981,47.91207501449155,3411.435,3798.389,3594.9688,3596.5806,33.18072,47.151886,2,"COPDEM30",644
"RGI2000-v7.0-G-10-03466","10","10-04","G091001E47927N",916425,752,"2002-07-10T00:00:00",90.99949255414012,47.926622,46,0.425034345838809,0,0,0,9,"",0,91.00525551475245,47.92923405569543,3439.215,3795.4124,3643.0132,3634.9763,31.782087,14.270531,1,"COPDEM30",751
"RGI2000-v7.0-G-10-03467","10","10-04","G091007E47927N",916433,752,"2002-07-10T00:00:00",91.00695298751415,47.927271000000005,46,0.054551828507726,0,0,0,9,"",0,91.00675038385745,47.929536382868726,3411.3762,3738.1934,3592.844,3588.4778,33.965668,358.75557577610016,1,"COPDEM30",512
"RGI2000-v7.0-G-10-03468","10","10-04","G091000E47926N",916439,752,"2002-07-10T00:00:00",91.00971536865009,47.927621,46,0.061225040373971,0,0,0,9,"",0,91.00970581032928,47.92967405792278,3387.3586,3737.2156,3558.6138,3559.6003,36.648315,9.668437,1,"COPDEM30",483
"RGI2000-v7.0-G-10-03469","10","10-04","G090992E47929N",916417,752,"2002-07-10T00:00:00",90.99203213983736,47.928858000000005,46,0.082977143533535,0,0,0,9,"",0,90.992984846848,47.930006153479,3597.7366,3777.816,3681.0474,3683.5295,33.957508,51.449814,2,"COPDEM30",316
