rgi_id,index_year,t2m_trend_k_decade,t2m_change_k,t2m_hac_se_k_decade,theil_sen_k_decade,slope_deg,missing_reason
RGI2000-v7.0-G-13-58740,2016,0.24140409850210753,0.4586677871540043,0.30527457135536445,0.20898130731654874,12.447787,
RGI2000-v7.0-G-13-58772,2016,0.25784450484506677,0.48990455920562681,0.29491019377901556,0.19050292488895101,14.553781499999999,
RGI2000-v7.0-G-13-58791,2016,0.44301020435629918,0.84171938827696846,0.31047411229178196,0.44886701235073123,13.116253,
RGI2000-v7.0-G-13-58810,2016,0.24140409850210753,0.4586677871540043,0.30527457135536445,0.20898130731654874,15.852074999999999,
RGI2000-v7.0-G-13-59135,2016,0.24140409850210753,0.4586677871540043,0.30527457135536445,0.20898130731654874,12.010657999999999,
RGI2000-v7.0-G-13-59153,2016,0.3018872329331056,0.57358574257290063,0.26943424263703336,0.12832778033600789,11.852767,
RGI2000-v7.0-G-13-59658,2016,0.40236769766881181,0.76449862557074244,0.235773553114906,0.31585720683026569,20.385870000000001,
RGI2000-v7.0-G-13-59664,2016,0.40236769766881181,0.76449862557074244,0.235773553114906,0.31585720683026569,19.545611999999998,
RGI2000-v7.0-G-13-59888,2016,0.23415981412390047,0.44490364683541089,0.26100053360985431,0.20262827962460506,8.395289,
RGI2000-v7.0-G-13-60117,2016,0.87248579895147127,1.6577230180077955,0.30609789568450568,0.66576747503562816,15.161701000000001,
RGI2000-v7.0-G-13-60124,2016,0.90091072285201834,1.7117303734188347,0.30432787679291978,0.70672751694777913,11.710402,
RGI2000-v7.0-G-13-60310,2016,0.7500829455949799,1.4251575966304619,0.26013710038226939,0.55637248435323683,19.034113000000001,
RGI2000-v7.0-G-13-62289,2016,0.39481997277347036,0.7501579482695937,0.21410446610435538,0.38090234810856227,18.075848000000001,
RGI2000-v7.0-G-13-62307,2016,0.39480210705224572,0.75012400339926688,0.21408755189648676,0.38087050647792231,19.511951,
RGI2000-v7.0-G-13-62360,2016,0.46157414898241578,0.87699088306659001,0.18685654030673216,0.37099691902339005,20.386040000000001,
